time,latitude,longitude,depth,mag,nst,gap,dmin,rms,net,id,place,horizontalError,magNst,locationSource
2020-02-15T00:27:32.650Z,19.2068329,-155.3878326,31.81,1.87,46,162,0.03185,0.13,hv,hv71383517,"9km E of Pahala, Hawaii",0.69,8,hv
2020-02-15T00:25:25.526Z,64.8308,-150.8477,0,1.5,,,,1.64,ak,ak020242vdlt,"21km SSW of Manley Hot Springs, Alaska",,,ak
2020-02-15T00:08:57.168Z,60.9357,-150.9128,29.1,1.3,,,,0.36,ak,ak020242rsum,"34km NE of Nikiski, Alaska",,,ak
2020-02-14T23:58:23.910Z,47.76633333,-122.411,16.27,1.47,15,133,,0.3,uw,uw61574372,"3km SSW of Woodway, Washington",0.72,6,uw
2020-02-14T23:48:34.750Z,33.4958333,-116.4838333,12.34,1.03,24,63,0.07304,0.21,ci,ci39071975,"19km ESE of Anza, CA",0.31,25,ci
2020-02-14T23:13:41.911Z,61.9164,-149.157,18.4,1.3,,,,0.92,ak,ak02022sygof,"19km NNE of Fishhook, Alaska",,,ak
2020-02-14T23:13:22.110Z,35.6713333,-117.5308304,10.09,1.07,14,135,0.109,0.07,ci,ci39071943,"14km ENE of Ridgecrest, CA",0.54,4,ci
2020-02-14T23:06:20.130Z,17.9801,-66.8331,16,1.92,11,186,0.0464,0.26,pr,pr2020045047,"2km SW of Indios, Puerto Rico",1.68,3,pr
2020-02-14T22:50:12.240Z,36.0176667,-120.9616667,10.16,1.29,22,89,0.05913,0.08,nc,nc73341160,"5km W of San Ardo, CA",0.62,13,nc
2020-02-14T22:44:14.014Z,61.9369,-148.3367,35.6,1.4,,,,0.9,ak,ak02022sjm49,"31km ENE of Sutton-Alpine, Alaska",,,ak
2020-02-14T22:39:12.860Z,37.5313333,-118.974,7.69,1.42,24,109,0.08638,0.06,nc,nc73341155,"12km S of Mammoth Lakes, CA",0.3,24,nc
2020-02-14T22:36:43.153Z,59.1991,-144.5667,7.1,2.6,,,,0.55,ak,ak02022shyy5,"105km ESE of Middleton Island, Alaska",,,ak
2020-02-14T22:07:59.590Z,17.8851,-66.8343,11,2.27,11,225,0.1006,0.2,pr,pr2020045046,"11km SSE of Maria Antonia, Puerto Rico",1.13,5,pr
2020-02-14T22:04:26.631Z,61.4917,-146.4349,16.7,2.3,,,,0.8,ak,ak02022sb2g9,"40km N of Valdez, Alaska",,,ak
2020-02-14T22:00:02.444Z,62.2488,-150.9152,66.9,1.7,,,,0.35,ak,ak02022sa5p5,"42km W of Talkeetna, Alaska",,,ak
2020-02-14T21:57:10.905Z,60.7121,-152.6754,127.1,1.3,,,,0.34,ak,ak02022s0ycp,"25km N of Redoubt Volcano, Alaska",,,ak
2020-02-14T21:38:23.875Z,60.2739,-153.3244,129.9,2.1,,,,0.54,ak,ak02022rwx3s,"39km SW of Redoubt Volcano, Alaska",,,ak
2020-02-14T21:34:33.380Z,17.839,-66.8658,2,2.57,6,256,0.1368,0.17,pr,pr2020045045,"15km SSE of Guanica, Puerto Rico",1.18,2,pr
2020-02-14T21:21:43.250Z,61.7427,-149.6175,39.7,1.6,,,,0.65,ak,ak02022rtbaz,"13km N of Meadow Lakes, Alaska",,,ak
2020-02-14T21:21:40.210Z,59.4914,-151.8705,35.8,2.2,,,,0.54,ak,ak02022rtapd,"23km SW of Homer, Alaska",,,ak
2020-02-14T21:14:46.318Z,62.3744,-150.3473,11.1,2,,,,0.68,ak,ak02022rrtj3,"13km WNW of Talkeetna, Alaska",,,ak
2020-02-14T21:02:41.940Z,52.0626667,-176.115,4.06,1.37,7,100,0.02116,0.12,av,av70870574,"42km ENE of Adak, Alaska",0.38,7,av
2020-02-14T21:02:41.910Z,52.0691667,-176.1095,4.54,1.45,6,112,0.02715,0.18,av,av62136416,"43km ENE of Adak, Alaska",0.5,6,av
2020-02-14T20:56:55.990Z,38.8165016,-122.8199997,2.4,1.06,18,50,0.01047,0.03,nc,nc73341130,"7km NW of The Geysers, CA",0.26,4,nc
2020-02-14T20:44:54.160Z,17.842,-66.8155,2,2.25,7,259,0.1476,0.22,pr,pr2020045043,"16km S of Indios, Puerto Rico",0.93,2,pr
2020-02-14T20:39:17.730Z,34.0578333,-118.9683333,10.18,1.75,22,172,0.009575,0.19,ci,ci39071831,"16km WNW of Malibu, CA",0.51,30,ci
2020-02-14T20:36:14.548Z,59.7846,-153.0852,100.7,1.8,,,,0.34,ak,ak02022rb187,"70km W of Anchor Point, Alaska",,,ak
2020-02-14T20:34:52.660Z,18.0155,-66.7858,14,2.34,11,166,0.1018,0.12,pr,pr2020045041,"0km ESE of Guayanilla, Puerto Rico",0.37,8,pr
2020-02-14T20:22:28.550Z,17.9636,-66.8263,10,2.92,12,202,0.0541,0.22,pr,pr2020045042,"3km SSW of Indios, Puerto Rico",1.19,6,pr
2020-02-14T20:17:20.310Z,17.913,-66.9701,10,2.69,9,236,0.1101,0.1,pr,pr2020045044,"9km SW of Guanica, Puerto Rico",0.87,3,pr
2020-02-14T20:16:30.549Z,12.9008,-88.4514,74.54,5,,59,1.41,1.09,us,us70007qf8,"43km SSE of Puerto El Triunfo, El Salvador",6.3,508,us
2020-02-14T20:15:18.160Z,33.8611667,-117.4955,-0.48,1.59,46,49,0.05645,0.22,ci,ci39071807,"3km SE of Home Gardens, CA",0.34,32,ci
2020-02-14T20:07:49.017Z,63.6744,-149.3164,117,1.1,,,,0.36,ak,ak02022r4w9t,"26km SW of Healy, Alaska",,,ak
2020-02-14T20:07:06.750Z,47.816,-122.1161667,-1.02,1.2,4,286,,0.39,uw,uw61574292,"1km N of Maltby, Washington",7.39,3,uw
2020-02-14T20:05:04.140Z,35.6786667,-117.5273333,7.76,1.57,24,127,0.1062,0.17,ci,ci39071791,"15km ENE of Ridgecrest, CA",0.34,26,ci
2020-02-14T20:04:56.460Z,46.0075,-112.468,-2,1.74,10,105,0.062,0.09,mb,mb80381879,"5km E of Butte, Montana",0.53,5,mb
2020-02-14T20:01:15.320Z,17.8795,-66.872,9,2.1,8,243,0.0959,0.1,pr,pr2020045039,"10km SSE of Guanica, Puerto Rico",0.92,2,pr
2020-02-14T19:56:49.681Z,63.0743,-150.5753,107.5,1.5,,,,0.6,ak,ak02022qtyp4,"86km NNW of Talkeetna, Alaska",,,ak
2020-02-14T19:54:00.920Z,17.8775,-66.8345,11,2.25,8,245,0.1073,0.16,pr,pr2020045038,"12km SSE of Maria Antonia, Puerto Rico",0.95,4,pr
2020-02-14T19:48:57.216Z,68.6328,-147.1304,0,2.4,,,,0.72,ak,ak02022qs9hp,"88km NW of Arctic Village, Alaska",,,ak
2020-02-14T19:36:34.490Z,68.6244,-147.2637,11,1.4,,,,0.76,ak,ak02022qpn5v,"90km NW of Arctic Village, Alaska",,,ak
2020-02-14T19:28:26.990Z,17.7283,-66.8645,1,2.26,7,281,0.2472,0.15,pr,pr2020045037,"27km S of Guanica, Puerto Rico",1.14,4,pr
2020-02-14T19:25:51.150Z,45.84266667,-122.9871667,-0.45,1.73,5,228,,0.35,uw,uw61574287,"11km WNW of Warren, Oregon",1.71,4,uw
2020-02-14T19:22:53.500Z,35.6793333,-117.5155,10.35,2.42,34,61,0.1023,0.14,ci,ci39071767,"14km SW of Searles Valley, CA",0.21,25,ci
2020-02-14T19:18:46.530Z,44.3051667,-110.5341667,7.71,1.23,11,109,0.04141,0.12,uu,uu60360017,"29km SE of Old Faithful Geyser, Wyoming",0.39,4,uu
2020-02-14T19:17:21.380Z,44.3033333,-110.5335,7.77,1.52,12,111,0.03954,0.09,uu,uu60360012,"29km SE of Old Faithful Geyser, Wyoming",0.32,8,uu
2020-02-14T19:05:17.190Z,36.888,-121.6156667,3.41,1.64,32,72,0.03577,0.11,nc,nc73341105,"2km E of Aromas, CA",0.24,24,nc
2020-02-14T18:56:51.050Z,36.2303333,-120.7938333,5.32,1.13,12,191,0.0156,0.08,nc,nc73341100,"23km ENE of San Lucas, CA",0.62,7,nc
2020-02-14T18:37:55.851Z,59.3925,-152.7106,74.1,1.5,,,,0.12,ak,ak02022q4gwx,"65km SW of Anchor Point, Alaska",,,ak
2020-02-14T18:35:56.390Z,17.8208,-66.8528,4,2.48,10,252,0.1565,0.24,pr,pr2020045035,"17km SSE of Guanica, Puerto Rico",0.86,4,pr
2020-02-14T18:21:00.073Z,62.5561,-151.1709,87.6,1.9,,,,0.39,ak,ak02022q0x5z,"60km WNW of Talkeetna, Alaska",,,ak
2020-02-14T18:19:51.070Z,17.8645,-66.8423,13,2.44,7,249,0.1166,0.07,pr,pr2020045036,"13km SSE of Guanica, Puerto Rico",0.89,3,pr
2020-02-14T18:14:35.740Z,35.1075,-118.899,5.92,1.32,22,129,0.05972,0.2,ci,ci39071719,"13km SSW of Arvin, CA",0.4,12,ci
2020-02-14T17:55:03.601Z,59.8562,-152.6272,85.6,1.6,,,,0.26,ak,ak02022pms60,"45km WNW of Anchor Point, Alaska",,,ak
2020-02-14T17:54:53.002Z,43.4166,17.7958,7.48,3.3,,60,1.459,0.89,us,us70007qtc,"6km W of Potoci, Bosnia and Herzegovina",6.4,44,us
2020-02-14T17:49:42.150Z,36.2621667,-89.491,7.73,1.32,10,61,0.0173,0.05,nm,nm60303461,"0km WSW of Ridgely, Tennessee",0.51,6,nm
2020-02-14T17:34:02.450Z,32.7153333,-115.9751667,13.16,1,17,114,0.04916,0.18,ci,ci39071679,"3km SE of Ocotillo, CA",0.32,5,ci
2020-02-14T17:30:58.010Z,17.9121,-66.8743,11,2.4,11,220,0.0632,0.33,pr,pr2020045034,"7km SSE of Guanica, Puerto Rico",1.36,7,pr
2020-02-14T17:26:51.456Z,58.1582,-156.11,178.7,2.9,,,,0.91,ak,ak02022pgocg,"56km SE of King Salmon, Alaska",,,ak
2020-02-14T17:12:20.880Z,17.9001,-66.8375,11,2.71,9,233,0.0858,0.1,pr,pr2020045033,"10km SE of Guanica, Puerto Rico",0.94,4,pr
2020-02-14T17:03:42.011Z,-0.029,123.1758,156.58,4.2,,45,1.084,0.64,us,us70007q8p,"45km S of Bilungala, Indonesia",6.9,37,us
2020-02-14T16:58:16.200Z,38.8415,-122.8398333,2.01,1.43,34,60,0.004469,0.03,nc,nc73341090,"10km NW of The Geysers, CA",0.14,5,nc
2020-02-14T16:41:30.350Z,33.4311667,-116.588,12.41,1.07,36,42,0.1347,0.23,ci,ci39071639,"16km SSE of Anza, CA",0.33,26,ci
2020-02-14T16:39:20.390Z,44.19,-110.3808333,14.04,1.23,12,147,0.2132,0.15,uu,uu60359992,"46km SE of Old Faithful Geyser, Wyoming",0.62,7,uu
2020-02-14T16:24:59.890Z,17.8873,-66.876,13,2.21,5,241,0.0879,0.25,pr,pr2020045031,"9km SSE of Guanica, Puerto Rico",2.05,3,pr
2020-02-14T16:19:47.120Z,35.4725,-119.3286667,26.64,2.23,39,90,0.1425,0.25,ci,ci39071623,"6km WSW of Shafter, CA",0.3,43,ci
2020-02-14T16:15:19.710Z,36.4715,-96.8055,0,1.11,12,170,0.025195056,0.16,ok,ok2020ddqi,"14km N of Pawnee, Oklahoma",,6,ok
2020-02-14T16:05:08.000Z,37.4175,-118.5618333,1.58,2.18,24,80,0.06423,0.05,nc,nc73341065,"3km E of Round Valley, CA",0.23,26,nc
2020-02-14T16:03:26.320Z,35.9731667,-117.464,1.32,1.19,15,138,0.1533,0.13,ci,ci39071607,"24km NNW of Searles Valley, CA",0.33,15,ci
2020-02-14T16:02:16.237Z,35.6327,26.9825,16.72,4.8,,113,0.168,1.13,us,us70007q3r,"25km NW of Karpathos, Greece",7.2,50,us
2020-02-14T15:55:09.040Z,35.965,-117.4715,0.19,1.13,15,69,0.1461,0.14,ci,ci39071599,"23km NNW of Searles Valley, CA",0.32,13,ci
2020-02-14T15:45:21.090Z,17.9346,-66.8386,14,2.77,12,212,0.0573,0.22,pr,pr2020045030,"0km WSW of Indios, Puerto Rico",0.83,7,pr
2020-02-14T15:43:16.535Z,60.5841,-152.2649,89.4,1.2,,,,0.43,ak,ak02022oddp9,"28km ENE of Redoubt Volcano, Alaska",,,ak
2020-02-14T15:39:35.360Z,17.9683,-66.8796,15,2.87,12,202,0.0068,0.15,pr,pr2020045028,"1km SE of Maria Antonia, Puerto Rico",0.7,3,pr
2020-02-14T15:35:03.760Z,47.8535,-122.0748333,23.12,1.31,19,73,,0.14,uw,uw61574222,"1km ENE of Cathcart, Washington",0.25,4,uw
2020-02-14T15:29:51.447Z,63.5509,-147.8614,0,2,,,,0.76,ak,ak02022oag1b,"57km ENE of Cantwell, Alaska",,,ak
2020-02-14T15:21:22.430Z,17.87,-66.827,16,2.69,9,247,0.1173,0.16,pr,pr2020045029,"13km S of Indios, Puerto Rico",1.11,3,pr
2020-02-14T15:10:50.822Z,-12.6447,-77.9111,34.63,4.8,,167,1.232,0.75,us,us70007q2d,"104km SW of Callao, Peru",5.4,23,us
2020-02-14T15:01:38.450Z,17.8546,-66.8356,15,2.69,7,252,0.1281,0.05,pr,pr2020045027,"14km SSE of Maria Antonia, Puerto Rico",0.78,1,pr
2020-02-14T14:55:03.970Z,17.9351,-66.8261,11,2.93,12,211,0.0665,0.11,pr,pr2020045026,"6km S of Indios, Puerto Rico",0.85,5,pr
2020-02-14T14:53:27.430Z,19.190834,-155.4046631,36.62,1.81,46,176,0.04691,0.14,hv,hv71382952,"8km ESE of Pahala, Hawaii",0.55,7,hv
2020-02-14T14:51:57.507Z,62.6625,-148.6683,45.7,1.7,,,,0.9,ak,ak02022ntqnx,"82km NE of Y, Alaska",,,ak
2020-02-14T14:46:41.660Z,19.2056675,-155.4674988,35.05,2.26,54,103,0.05025,0.12,hv,hv71382947,"1km E of Pahala, Hawaii",0.47,32,hv
2020-02-14T14:38:40.040Z,17.8203,-66.859,1,2.25,7,242,0.1561,0.29,pr,pr2020045032,"17km SSE of Guanica, Puerto Rico",1.43,1,pr
2020-02-14T14:31:45.350Z,19.197,-155.456,36,1.95,28,120,0.01565,0.1,hv,hv71382922,"2km ESE of Pahala, Hawaii",0.83,13,hv
2020-02-14T14:00:14.620Z,-31.5455,-66.7675,125.12,4.1,,90,1.636,0.56,us,us70007q0q,"26km SW of Chepes, Argentina",10.4,6,us
2020-02-14T13:50:44.394Z,-16.6931,-73.1062,60.01,4.8,,142,3.12,1.07,us,us70007q0f,"42km W of Camana, Peru",8.7,156,us
2020-02-14T13:44:50.560Z,19.2136667,-155.4001667,30.84,2.54,48,152,0.02384,0.11,hv,hv71382857,"6km NE of Pahala, Hawaii",0.46,22,hv
2020-02-14T13:44:47.240Z,19.1906667,-155.369,23.31,2.41,11,183,0.05381,0.09,hv,hv71382852,"11km E of Pahala, Hawaii",1.15,4,hv
2020-02-14T13:43:30.750Z,17.929,-66.8721,10,2.38,8,224,0.0466,0.08,pr,pr2020045040,"5km SSE of Maria Antonia, Puerto Rico",0.76,3,pr
2020-02-14T13:34:21.280Z,35.5951667,-117.583,4.66,1.67,16,167,0.1409,0.19,ci,ci39071495,"9km ESE of Ridgecrest, CA",0.65,27,ci
2020-02-14T13:32:47.560Z,37.4576667,-118.7411667,3.99,1.15,23,182,0.1121,0.04,nc,nc73341045,"13km SSW of Toms Place, CA",0.63,20,nc
2020-02-14T13:17:57.040Z,19.2198334,-155.4109955,31.2,1.81,40,148,0.02172,0.11,hv,hv71382832,"7km ENE of Pahala, Hawaii",0.6,5,hv
2020-02-14T13:03:16.690Z,17.8336,-66.829,16,2.54,6,258,0.1501,0.1,pr,pr2020045025,"17km SSE of Guanica, Puerto Rico",1.5,1,pr
2020-02-14T13:00:29.751Z,37.0007,-117.829,0,1.1,8,187.48,0.274,0.1428,nn,nn00717138,"44km ESE of Big Pine, California",,5,nn
2020-02-14T12:56:42.430Z,19.2180004,-155.3966675,31.05,2.11,47,157,0.01942,0.12,hv,hv71382817,"8km E of Pahala, Hawaii",0.6,6,hv
2020-02-14T12:49:53.019Z,59.8945,-152.2776,78.5,1.7,,,,0.88,ak,ak02022mmfne,"28km WNW of Anchor Point, Alaska",,,ak
2020-02-14T12:41:59.400Z,17.9238,-66.8335,15,3.16,11,215,0.0687,0.16,pr,pr2020045024,"1km ESE of Yauco, Puerto Rico",1.07,7,pr
2020-02-14T12:32:15.880Z,52.0643333,-176.1163333,4.34,1.1,5,165,0.0211,0.21,av,av70870514,"42km ENE of Adak, Alaska",0.65,5,av
2020-02-14T12:32:15.741Z,61.5272,-150.0174,39.7,1.5,,,,0.65,ak,ak02022miply,"3km W of Big Lake, Alaska",,,ak
2020-02-14T12:12:42.350Z,17.9338,-66.8406,14,2.95,12,212,0.0565,0.19,pr,pr2020045022,"5km SSW of Indios, Puerto Rico",1.05,7,pr
2020-02-14T11:59:42.334Z,64.6586,-148.0546,8.6,1.3,,,,0.58,ak,ak02022m34e1,"21km S of Ester, Alaska",,,ak
2020-02-14T11:58:23.660Z,51.8476667,-177.7633333,3.03,1.95,8,154,0.04615,0.12,av,av62136376,"26km E of Tanaga Volcano, Alaska",0.4,8,av
2020-02-14T11:45:34.600Z,63.2046,-151.318,0,1.6,,,,0.45,ak,ak02022m03rn,"115km NNW of Talkeetna, Alaska",,,ak
2020-02-14T11:45:21.720Z,34.408,-116.8845,2.55,1.05,21,92,0.0762,0.16,ci,ci39071431,"9km ESE of Lucerne Valley, CA",0.32,24,ci
2020-02-14T11:40:05.850Z,17.8215,-66.8271,13,2.73,6,262,0.1622,0.09,pr,pr2020045021,"18km SSE of Guanica, Puerto Rico",1.03,3,pr
2020-02-14T11:35:23.080Z,35.3285,-118.6186667,5.83,2.51,54,33,0.1129,0.18,ci,ci39071423,"23km NE of Arvin, CA",0.16,90,ci
2020-02-14T11:35:11.557Z,60.5593,-151.6166,58.9,1.7,,,,0.68,ak,ak02022lxwty,"19km W of Kenai, Alaska",,,ak
2020-02-14T11:30:03.559Z,60.0147,-152.1306,77.3,1.6,,,,0.36,ak,ak02022lwtnx,"31km NNW of Anchor Point, Alaska",,,ak
2020-02-14T11:28:16.960Z,38.8278333,-122.766,0.06,1.53,44,61,0.004035,0.05,nc,nc73341010,"4km W of Cobb, CA",0.13,9,nc
2020-02-14T11:24:19.448Z,62.4595,-149.386,0,1.8,,,,0.87,ak,ak02022lvkkd,"40km ENE of Talkeetna, Alaska",,,ak
2020-02-14T11:17:05.913Z,51.5247,-130.9331,10,4.6,,159,0.786,1.3,us,us70007pya,"206km WSW of Bella Bella, Canada",6.6,21,us
2020-02-14T10:55:34.091Z,62.3702,-151.3766,88.1,1.7,,,,0.43,ak,ak02022lgtas,"65km W of Talkeetna, Alaska",,,ak
2020-02-14T10:54:35.960Z,35.5588333,-117.3471667,8.49,1.07,18,111,0.03665,0.21,ci,ci39071407,"23km S of Trona, CA",0.58,12,ci
2020-02-14T10:48:07.400Z,60.1571,-151.2271,62.4,1.2,,,,0.48,ak,ak02022lf97o,"23km S of Cohoe, Alaska",,,ak
2020-02-14T10:45:21.370Z,17.9035,-66.8348,11,2.46,9,232,0.0842,0.09,pr,pr2020045019,"10km SE of Guanica, Puerto Rico",0.83,5,pr
2020-02-14T10:39:01.852Z,60.9563,-151.7687,69.1,1.1,,,,0.28,ak,ak02022ldbd4,"39km NW of Nikiski, Alaska",,,ak
2020-02-14T10:22:48.320Z,17.8505,-66.8795,11,2.84,8,233,0.1246,0.19,pr,pr2020045017,"13km SSE of Guanica, Puerto Rico",1.21,4,pr
2020-02-14T10:19:35.470Z,33.9423333,-116.9818333,15.75,1.76,62,31,0.02092,0.17,ci,ci39071375,"2km NNW of Beaumont, CA",0.17,25,ci
2020-02-14T10:17:00.410Z,17.8935,-66.8511,13,3.07,8,238,0.0863,0.13,pr,pr2020045018,"10km SE of Guanica, Puerto Rico",1.13,4,pr
2020-02-14T10:15:52.810Z,38.813,-122.8193333,3.03,1.51,44,54,0.008728,0.04,nc,nc73340995,"7km NW of The Geysers, CA",0.14,6,nc
2020-02-14T10:14:25.330Z,38.8125,-122.8188333,2.89,1.19,39,55,0.008858,0.03,nc,nc73340990,"7km NW of The Geysers, CA",0.17,5,nc
2020-02-14T10:11:33.010Z,17.9188,-66.6751,7,2.77,11,208,0.1418,0.1,pr,pr2020045015,"9km SSE of Tallaboa, Puerto Rico",0.64,6,pr
2020-02-14T10:03:51.680Z,17.9226,-66.8343,12,3.01,10,227,0.0691,0.08,pr,pr2020045023,"8km S of Indios, Puerto Rico",0.84,6,pr
2020-02-14T10:02:40.830Z,38.821167,-122.8079987,2.56,1.01,23,37,0.002753,0.03,nc,nc73340985,"7km NW of The Geysers, CA",0.22,4,nc
2020-02-14T10:02:10.620Z,17.8238,-66.8656,11,2.39,7,242,0.1519,0.18,pr,pr2020045016,"16km SSE of Guanica, Puerto Rico",1.46,3,pr
2020-02-14T10:00:11.250Z,19.2163334,-155.4250031,32.75,1.88,42,140,0.03345,0.1,hv,hv71382702,"5km ENE of Pahala, Hawaii",0.7,7,hv
2020-02-14T09:55:28.611Z,-58.9415,-25.5603,35,5.1,,82,15.7,0.64,us,us70007pxg,"55km E of Bristol Island, South Sandwich Islands",11.1,82,us
2020-02-14T09:34:38.910Z,19.2189999,-155.4543304,31.05,1.73,33,186,0.05132,0.13,hv,hv71382697,"3km ENE of Pahala, Hawaii",0.6,4,hv
2020-02-14T09:30:26.220Z,38.817,-122.8066667,3.27,1.48,40,39,0.006918,0.04,nc,nc73340980,"6km NW of The Geysers, CA",0.15,4,nc
2020-02-14T09:22:53.550Z,17.8988,-66.8443,12,2.39,9,233,0.0839,0.18,pr,pr2020045012,"10km SE of Guanica, Puerto Rico",1,8,pr
2020-02-14T09:22:17.080Z,33.1686667,-116.8485,16.77,1.14,36,33,0.1008,0.17,ci,ci39071351,"11km SW of Lake Henshaw, CA",0.2,27,ci
2020-02-14T09:15:05.090Z,36.6151667,-121.2361667,6.3,1.17,20,144,0.05959,0.1,nc,nc73340975,"12km NW of Pinnacles, CA",0.33,14,nc
2020-02-14T09:13:48.020Z,36.1816667,-89.4695,7.95,1.58,11,77,0.02837,0.03,nm,nm60303401,"9km S of Ridgely, Tennessee",0.51,9,nm
2020-02-14T09:12:25.800Z,32.8126667,-116.135,9.97,1.21,32,69,0.03802,0.2,ci,ci39071343,"16km WNW of Ocotillo, CA",0.24,11,ci
2020-02-14T09:10:10.530Z,17.9345,-66.8328,15,2.76,10,223,0.0617,0.07,pr,pr2020045013,"6km SSW of Indios, Puerto Rico",0.72,5,pr
2020-02-14T08:57:58.120Z,35.8448333,-117.6836667,6.93,1.87,25,53,0.07527,0.13,ci,ci39071279,"22km ESE of Little Lake, CA",0.21,25,ci
2020-02-14T08:57:24.675Z,61.9378,-147.1258,39.2,1.1,,,,0.59,ak,ak02022kabf8,"84km WSW of Glennallen, Alaska",,,ak
2020-02-14T08:56:52.050Z,35.6776667,-117.513,8.28,2.31,33,61,0.09994,0.14,ci,ci39071271,"14km SW of Searles Valley, CA",0.24,26,ci
2020-02-14T08:46:24.100Z,37.3081667,-119.9676667,15.03,2,19,136,0.1725,0.09,nc,nc73340955,"18km SSW of Bootjack, CA",0.32,24,nc
2020-02-14T08:42:48.850Z,33.488,-116.7886667,6.27,1.17,50,32,0.02619,0.2,ci,ci39071263,"9km NE of Aguanga, CA",0.2,26,ci
2020-02-14T08:17:25.709Z,63.4911,-150.8737,0,-10,,,,0.63,ak,ak02022k1s8k,"96km W of Cantwell, Alaska",,,ak
2020-02-14T08:03:49.808Z,62.2241,-151.7971,112.8,2,,,,0.57,ak,ak02022jyu2r,"88km W of Talkeetna, Alaska",,,ak
2020-02-14T08:00:02.350Z,17.9543,-66.8616,13,2.45,9,213,0.0272,0.19,pr,pr2020045010,"3km SE of Maria Antonia, Puerto Rico",1.33,5,pr
2020-02-14T07:58:25.280Z,62.4531,-149.3107,14.6,1.6,,,,0.38,ak,ak02022jp4xs,"42km NE of Y, Alaska",,,ak
2020-02-14T07:56:26.780Z,33.8626667,-117.8358333,9.99,1.23,48,87,0.05151,0.18,ci,ci39071255,"3km ESE of Placentia, CA",0.25,31,ci
2020-02-14T07:54:43.621Z,69.1074,-144.674,0.1,1.5,,,,0.58,ak,ak02022jobu1,"114km NNE of Arctic Village, Alaska",,,ak
2020-02-14T07:53:37.287Z,12.4041,-89.361,10,4.4,,204,1.982,0.65,us,us70007pwa,"120km S of La Libertad, El Salvador",5.5,25,us
2020-02-14T07:52:53.500Z,18.0121,-66.8226,9,3.52,11,155,0.0676,0.22,pr,pr2020045008,"6km S of Indios, Puerto Rico",1.05,5,pr
2020-02-14T07:52:18.590Z,51.855,-177.7923333,7.14,1.57,4,268,0.04299,0.05,av,av70870459,"24km E of Tanaga Volcano, Alaska",0.59,4,av
2020-02-14T07:51:51.340Z,51.8533333,-177.79,8.18,2.19,10,148,0.04192,0.08,av,av62136341,"24km E of Tanaga Volcano, Alaska",0.51,11,av
2020-02-14T07:48:53.020Z,19.2158337,-155.4095001,31.41,1.98,51,145,0.02436,0.12,hv,hv71382612,"7km E of Pahala, Hawaii",0.48,12,hv
2020-02-14T07:47:54.070Z,35.8443333,-117.66,2.57,1.04,18,59,0.05825,0.15,ci,ci39071247,"24km ESE of Little Lake, CA",0.23,14,ci
2020-02-14T07:45:49.730Z,19.2146664,-155.4035034,32.84,2.02,40,164,0.02341,0.14,hv,hv71382607,"8km E of Pahala, Hawaii",0.54,5,hv
2020-02-14T07:35:14.530Z,15.5437,-87.7989,10,3.7,,77,1.563,0.78,us,us70007pwg,"6km NNE of Victoria, Honduras",2.2,12,us
2020-02-14T07:30:47.930Z,33.4893333,-116.8001667,8.29,0.97,35,34,0.02298,0.25,ci,ci39071231,"8km NE of Aguanga, CA",0.31,21,ci
2020-02-14T07:30:29.640Z,36.6755,-121.2941667,2.04,1.49,28,89,0.04094,0.08,nc,nc73340935,"13km S of Tres Pinos, CA",0.21,23,nc
2020-02-14T07:23:20.760Z,17.9748,-66.8351,12,3.6,11,192,0.0441,0.25,pr,pr2020045007,"4km SE of Indios, Puerto Rico",1.36,4,pr
2020-02-14T07:22:14.740Z,35.601,-117.5946667,3.94,1.27,18,97,0.1089,0.15,ci,ci39071223,"8km ESE of Ridgecrest, CA",0.27,16,ci
2020-02-14T07:19:50.620Z,17.8606,-66.8515,14,2.4,10,249,0.1178,0.07,pr,pr2020045009,"13km SSE of Guanica, Puerto Rico",0.92,6,pr
2020-02-14T07:12:41.140Z,32.9155,-115.8716667,9.65,1.7,50,30,0.05586,0.24,ci,ci39071215,"23km NNE of Ocotillo, CA",0.21,45,ci
2020-02-14T06:48:15.794Z,62.0843,-149.6525,19.8,1.6,,,,0.61,ak,ak02022j1jix,"13km SE of Y, Alaska",,,ak
2020-02-14T06:45:37.680Z,32.2776667,-115.2881667,21.77,2.02,27,95,0.1421,0.25,ci,ci39071207,"12km SW of Delta, B.C., MX",0.49,26,ci
2020-02-14T06:30:17.560Z,62.7373,-148.8246,51.6,1.9,,,,1.05,ak,ak02022ixoo2,"73km S of Cantwell, Alaska",,,ak
2020-02-14T06:22:26.329Z,30.0509,142.4753,10,4.7,,143,2.955,0.97,us,us70007pvq,"Izu Islands, Japan region",8.1,40,us
2020-02-14T06:11:10.760Z,37.2943333,-120.0006667,23.82,1.64,7,122,0.1429,0.03,nc,nc73340920,"21km SSW of Bootjack, CA",0.42,8,nc
2020-02-14T06:07:22.541Z,17.9885,-66.7208,10,2.7,,165,0.048,0.27,us,us70007pvd,"0km SSW of Tallaboa, Puerto Rico",2.3,31,us
2020-02-14T06:05:48.690Z,19.1115,-67.1943,8,3.35,11,285,0.6493,0.37,pr,pr2020045006,"71km N of Isabela, Puerto Rico",2.92,5,pr
2020-02-14T06:03:24.760Z,46.8913333,-112.5271667,12.84,1.13,11,121,0.094,0.1,mb,mb80381709,"13km ESE of Lincoln, Montana",0.38,3,mb
